+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                     ;
+---------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                 ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; addr_router                                                                                                               ; 107   ; 0              ; 6            ; 0              ; 120    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cache_0_s2_translator_avalon_universal_slave_0_agent_rdata_fifo                                                           ; 77    ; 41             ; 0            ; 41             ; 34     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cache_0_s2_translator_avalon_universal_slave_0_agent_rsp_fifo                                                             ; 131   ; 39             ; 0            ; 39             ; 90     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cache_0_s2_translator_avalon_universal_slave_0_agent|uncompressor                                                         ; 32    ; 1              ; 0            ; 1              ; 30     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cache_0_s2_translator_avalon_universal_slave_0_agent                                                                      ; 250   ; 38             ; 38           ; 38             ; 272    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; distancecore_0_avalon_master_1_translator_avalon_universal_master_0_agent                                                 ; 151   ; 30             ; 60           ; 30             ; 123    ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cache_0_s1_translator_avalon_universal_slave_0_agent_rdata_fifo                                                           ; 77    ; 41             ; 0            ; 41             ; 34     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cache_0_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                                             ; 131   ; 39             ; 0            ; 39             ; 90     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cache_0_s1_translator_avalon_universal_slave_0_agent|uncompressor                                                         ; 32    ; 1              ; 0            ; 1              ; 30     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cache_0_s1_translator_avalon_universal_slave_0_agent                                                                      ; 251   ; 38             ; 39           ; 38             ; 272    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; distancecore_0_avalon_master_translator_avalon_universal_master_0_agent                                                   ; 152   ; 30             ; 61           ; 30             ; 123    ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; dma_write_master_translator_avalon_universal_master_0_agent                                                               ; 152   ; 30             ; 61           ; 30             ; 123    ; 30              ; 30            ; 30              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore_avalon_slave_0_translator_avalon_universal_slave_0_agent_rdata_fifo                                          ; 77    ; 41             ; 0            ; 41             ; 34     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore_avalon_slave_0_translator_avalon_universal_slave_0_agent_rsp_fifo                                            ; 147   ; 39             ; 0            ; 39             ; 106    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore_avalon_slave_0_translator_avalon_universal_slave_0_agent|uncompressor                                        ; 42    ; 1              ; 0            ; 1              ; 40     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore_avalon_slave_0_translator_avalon_universal_slave_0_agent                                                     ; 296   ; 38             ; 52           ; 38             ; 314    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; skipaddrreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent_rdata_fifo                                         ; 77    ; 41             ; 0            ; 41             ; 34     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; skipaddrreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent_rsp_fifo                                           ; 147   ; 39             ; 0            ; 39             ; 106    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; skipaddrreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent|uncompressor                                       ; 42    ; 1              ; 0            ; 1              ; 40     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; skipaddrreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent                                                    ; 296   ; 38             ; 52           ; 38             ; 314    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; baseqaddr_0_avalon_slave_0_translator_avalon_universal_slave_0_agent_rdata_fifo                                           ; 77    ; 41             ; 0            ; 41             ; 34     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; baseqaddr_0_avalon_slave_0_translator_avalon_universal_slave_0_agent_rsp_fifo                                             ; 147   ; 39             ; 0            ; 39             ; 106    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; baseqaddr_0_avalon_slave_0_translator_avalon_universal_slave_0_agent|uncompressor                                         ; 42    ; 1              ; 0            ; 1              ; 40     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; baseqaddr_0_avalon_slave_0_translator_avalon_universal_slave_0_agent                                                      ; 296   ; 38             ; 52           ; 38             ; 314    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; emptyreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent_rdata_fifo                                            ; 77    ; 41             ; 0            ; 41             ; 34     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; emptyreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent_rsp_fifo                                              ; 147   ; 39             ; 0            ; 39             ; 106    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; emptyreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent|uncompressor                                          ; 42    ; 1              ; 0            ; 1              ; 40     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; emptyreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent                                                       ; 296   ; 38             ; 52           ; 38             ; 314    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntrreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent_rdata_fifo                                              ; 77    ; 41             ; 0            ; 41             ; 34     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntrreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent_rsp_fifo                                                ; 147   ; 39             ; 0            ; 39             ; 106    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntrreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent|uncompressor                                            ; 42    ; 1              ; 0            ; 1              ; 40     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntrreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent                                                         ; 296   ; 38             ; 52           ; 38             ; 314    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent_rdata_fifo                                             ; 77    ; 41             ; 0            ; 41             ; 34     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent_rsp_fifo                                               ; 147   ; 39             ; 0            ; 39             ; 106    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent|uncompressor                                           ; 42    ; 1              ; 0            ; 1              ; 40     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent                                                        ; 296   ; 38             ; 52           ; 38             ; 314    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; endtsetreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent_rdata_fifo                                          ; 77    ; 41             ; 0            ; 41             ; 34     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; endtsetreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent_rsp_fifo                                            ; 147   ; 39             ; 0            ; 39             ; 106    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; endtsetreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent|uncompressor                                        ; 42    ; 1              ; 0            ; 1              ; 40     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; endtsetreg_0_avalon_slave_0_translator_avalon_universal_slave_0_agent                                                     ; 296   ; 38             ; 52           ; 38             ; 314    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ndimreg_avalon_slave_0_translator_avalon_universal_slave_0_agent_rdata_fifo                                               ; 77    ; 41             ; 0            ; 41             ; 34     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ndimreg_avalon_slave_0_translator_avalon_universal_slave_0_agent_rsp_fifo                                                 ; 147   ; 39             ; 0            ; 39             ; 106    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ndimreg_avalon_slave_0_translator_avalon_universal_slave_0_agent|uncompressor                                             ; 42    ; 1              ; 0            ; 1              ; 40     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ndimreg_avalon_slave_0_translator_avalon_universal_slave_0_agent                                                          ; 296   ; 38             ; 52           ; 38             ; 314    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; performance_counter_0_control_slave_translator_avalon_universal_slave_0_agent_rsp_fifo                                    ; 147   ; 39             ; 0            ; 39             ; 106    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; performance_counter_0_control_slave_translator_avalon_universal_slave_0_agent|uncompressor                                ; 42    ; 1              ; 0            ; 1              ; 40     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; performance_counter_0_control_slave_translator_avalon_universal_slave_0_agent                                             ; 296   ; 38             ; 52           ; 38             ; 314    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; sdram_controller_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                                    ; 147   ; 39             ; 0            ; 39             ; 106    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; sdram_controller_s1_translator_avalon_universal_slave_0_agent|uncompressor                                                ; 42    ; 1              ; 0            ; 1              ; 40     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; sdram_controller_s1_translator_avalon_universal_slave_0_agent                                                             ; 296   ; 38             ; 52           ; 38             ; 314    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; usbfifoctrl_0_avalon_slave_0_translator_avalon_universal_slave_0_agent_rdata_fifo                                         ; 61    ; 41             ; 0            ; 41             ; 18     ; 41              ; 41            ; 41              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; usbfifoctrl_0_avalon_slave_0_translator_avalon_universal_slave_0_agent_rsp_fifo                                           ; 129   ; 39             ; 0            ; 39             ; 88     ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; usbfifoctrl_0_avalon_slave_0_translator_avalon_universal_slave_0_agent|uncompressor                                       ; 42    ; 1              ; 0            ; 1              ; 40     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; usbfifoctrl_0_avalon_slave_0_translator_avalon_universal_slave_0_agent                                                    ; 228   ; 21             ; 36           ; 21             ; 243    ; 21              ; 21            ; 21              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pio_0_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                                               ; 147   ; 39             ; 0            ; 39             ; 106    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pio_0_s1_translator_avalon_universal_slave_0_agent|uncompressor                                                           ; 42    ; 1              ; 0            ; 1              ; 40     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pio_0_s1_translator_avalon_universal_slave_0_agent                                                                        ; 296   ; 38             ; 52           ; 38             ; 314    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; jtag_uart_0_avalon_jtag_slave_translator_avalon_universal_slave_0_agent_rsp_fifo                                          ; 147   ; 39             ; 0            ; 39             ; 106    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; jtag_uart_0_avalon_jtag_slave_translator_avalon_universal_slave_0_agent|uncompressor                                      ; 42    ; 1              ; 0            ; 1              ; 40     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; jtag_uart_0_avalon_jtag_slave_translator_avalon_universal_slave_0_agent                                                   ; 296   ; 38             ; 52           ; 38             ; 314    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; dma_control_port_slave_translator_avalon_universal_slave_0_agent_rsp_fifo                                                 ; 147   ; 39             ; 0            ; 39             ; 106    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; dma_control_port_slave_translator_avalon_universal_slave_0_agent|uncompressor                                             ; 42    ; 1              ; 0            ; 1              ; 40     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; dma_control_port_slave_translator_avalon_universal_slave_0_agent                                                          ; 296   ; 38             ; 52           ; 38             ; 314    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; onchip_memory2_0_s1_translator_avalon_universal_slave_0_agent_rsp_fifo                                                    ; 147   ; 39             ; 0            ; 39             ; 106    ; 39              ; 39            ; 39              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; onchip_memory2_0_s1_translator_avalon_universal_slave_0_agent|uncompressor                                                ; 42    ; 1              ; 0            ; 1              ; 40     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; onchip_memory2_0_s1_translator_avalon_universal_slave_0_agent                                                             ; 296   ; 38             ; 52           ; 38             ; 314    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; dma_read_master_translator_avalon_universal_master_0_agent                                                                ; 191   ; 36             ; 90           ; 36             ; 139    ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_0_data_master_translator_avalon_universal_master_0_agent                                                              ; 191   ; 36             ; 90           ; 36             ; 139    ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_0_instruction_master_translator_avalon_universal_master_0_agent                                                       ; 191   ; 36             ; 90           ; 36             ; 139    ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cache_0_s2_translator                                                                                                     ; 96    ; 4              ; 7            ; 4              ; 82     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; distancecore_0_avalon_master_1_translator                                                                                 ; 97    ; 13             ; 1            ; 13             ; 92     ; 13              ; 13            ; 13              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cache_0_s1_translator                                                                                                     ; 96    ; 4              ; 7            ; 4              ; 82     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; distancecore_0_avalon_master_translator                                                                                   ; 97    ; 13             ; 1            ; 13             ; 92     ; 13              ; 13            ; 13              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; dma_write_master_translator                                                                                               ; 94    ; 13             ; 0            ; 13             ; 60     ; 13              ; 13            ; 13              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore_avalon_slave_0_translator                                                                                    ; 106   ; 3              ; 21           ; 3              ; 74     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; skipaddrreg_0_avalon_slave_0_translator                                                                                   ; 106   ; 3              ; 24           ; 3              ; 71     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; baseqaddr_0_avalon_slave_0_translator                                                                                     ; 106   ; 3              ; 24           ; 3              ; 71     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; emptyreg_0_avalon_slave_0_translator                                                                                      ; 106   ; 3              ; 24           ; 3              ; 71     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntrreg_0_avalon_slave_0_translator                                                                                        ; 106   ; 3              ; 24           ; 3              ; 71     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullreg_0_avalon_slave_0_translator                                                                                       ; 106   ; 3              ; 24           ; 3              ; 71     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; endtsetreg_0_avalon_slave_0_translator                                                                                    ; 106   ; 3              ; 24           ; 3              ; 71     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ndimreg_avalon_slave_0_translator                                                                                         ; 106   ; 3              ; 24           ; 3              ; 71     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; performance_counter_0_control_slave_translator                                                                            ; 106   ; 3              ; 25           ; 3              ; 72     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; sdram_controller_s1_translator                                                                                            ; 106   ; 1              ; 3            ; 1              ; 96     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; usbfifoctrl_0_avalon_slave_0_translator                                                                                   ; 71    ; 3              ; 24           ; 3              ; 41     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; pio_0_s1_translator                                                                                                       ; 106   ; 3              ; 27           ; 3              ; 70     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; jtag_uart_0_avalon_jtag_slave_translator                                                                                  ; 106   ; 2              ; 28           ; 2              ; 70     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; dma_control_port_slave_translator                                                                                         ; 106   ; 3              ; 26           ; 3              ; 71     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; onchip_memory2_0_s1_translator                                                                                            ; 106   ; 4              ; 14           ; 4              ; 85     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; dma_read_master_translator                                                                                                ; 106   ; 47             ; 2            ; 47             ; 103    ; 47              ; 47            ; 47              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_0_data_master_translator                                                                                              ; 107   ; 10             ; 0            ; 10             ; 102    ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; cpu_0_instruction_master_translator                                                                                       ; 107   ; 48             ; 0            ; 48             ; 102    ; 48              ; 48            ; 48              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; altpll_1|stdsync2|dffpipe3                                                                                                ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; altpll_1|stdsync2                                                                                                         ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; altpll_1                                                                                                                  ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; skipaddrreg_0                                                                                                             ; 39    ; 0              ; 17           ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; baseqaddr_0                                                                                                               ; 39    ; 0              ; 17           ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; emptyreg_0                                                                                                                ; 40    ; 0              ; 33           ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ntrreg_0                                                                                                                  ; 39    ; 0              ; 25           ; 0              ; 40     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; fullreg_0                                                                                                                 ; 39    ; 0              ; 32           ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; endtsetreg_0                                                                                                              ; 39    ; 0              ; 32           ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c8                                                                                                        ; 309   ; 0              ; 24           ; 0              ; 41     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:3:NodeGen:PrefixGen|\TreeGenExt:2:TreeGenInt:0:NodeGen:PrefixGen ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:3:NodeGen:PrefixGen|\TreeGenExt:1:TreeGenInt:1:NodeGen:PrefixGen ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:3:NodeGen:PrefixGen|\TreeGenExt:1:TreeGenInt:0:NodeGen:PrefixGen ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:3:NodeGen:PrefixGen|\TreeGenExt:0:TreeGenInt:0:NodeGen:PrefixGen ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:3:NodeGen:PrefixGen|\GenPGLayer:4:PGGenSH:PGBlockSH              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:3:NodeGen:PrefixGen|\GenPGLayer:3:PGGenSH:PGBlockSH              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:3:NodeGen:PrefixGen|\GenPGLayer:2:PGGenSH:PGBlockSH              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:3:NodeGen:PrefixGen|\GenPGLayer:1:PGGenFH:PGBlockFH              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:3:NodeGen:PrefixGen|\GenPGLayer:0:PGGenFH:PGBlockFH              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:3:NodeGen:PrefixGen                                              ; 19    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:2:NodeGen:PrefixGen|\TreeGenExt:2:TreeGenInt:0:NodeGen:PrefixGen ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:2:NodeGen:PrefixGen|\TreeGenExt:1:TreeGenInt:1:NodeGen:PrefixGen ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:2:NodeGen:PrefixGen|\TreeGenExt:1:TreeGenInt:0:NodeGen:PrefixGen ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:2:NodeGen:PrefixGen|\TreeGenExt:0:TreeGenInt:0:NodeGen:PrefixGen ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:2:NodeGen:PrefixGen|\GenPGLayer:4:PGGenSH:PGBlockSH              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:2:NodeGen:PrefixGen|\GenPGLayer:3:PGGenSH:PGBlockSH              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:2:NodeGen:PrefixGen|\GenPGLayer:2:PGGenSH:PGBlockSH              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:2:NodeGen:PrefixGen|\GenPGLayer:1:PGGenFH:PGBlockFH              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:2:NodeGen:PrefixGen|\GenPGLayer:0:PGGenFH:PGBlockFH              ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c7|FindMaxClBlk|\TreeGenExt:2:TreeGenInt:2:NodeGen:PrefixGen                                              ; 19    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
